00501,8.625
00544,0.0
00601,11.5
00602,11.5
00603,11.5
00604,11.5
00605,11.5
00606,11.5
00610,11.5
00611,11.5
00612,11.5
00613,11.5
00614,11.5
00616,11.5
00617,11.5
00622,11.5
00623,11.5
00624,11.5
00627,11.5
00631,11.5
00636,11.5
00637,11.5
00638,11.5
00641,11.5
00646,11.5
00647,11.5
00650,11.5
00652,11.5
00653,11.5
00656,11.5
00659,11.5
00660,11.5
00662,11.5
00664,11.5
00667,11.5
00669,11.5
00670,11.5
00674,11.5
00676,11.5
00677,11.5
00678,11.5
00680,11.5
00681,11.5
00682,11.5
00683,11.5
00685,11.5
00687,11.5
00688,11.5
00690,11.5
00692,11.5
00693,11.5
00694,11.5
00698,11.5
00703,11.5
00704,11.5
00705,11.5
00707,11.5
00714,11.5
00715,11.5
00716,11.5
00717,11.5
00718,11.5
00719,11.5
00720,11.5
00721,11.5
00723,11.5
00725,11.5
00726,11.5
00727,11.5
00728,11.5
00729,11.5
00730,11.5
00731,11.5
00732,11.5
00733,11.5
00734,0.0
00735,11.5
00736,11.5
00737,11.5
00738,11.5
00739,11.5
00740,11.5
00741,11.5
00742,11.5
00744,11.5
00745,11.5
00751,11.5
00754,11.5
00757,11.5
00765,11.5
00766,11.5
00767,11.5
00769,11.5
00771,11.5
00772,11.5
00773,11.5
00775,11.5
00777,11.5
00778,11.5
00780,11.5
00782,11.5
00783,11.5
00784,11.5
00785,11.5
00786,11.5
00791,11.5
00792,11.5
00794,11.5
00795,11.5
00801,0.0
00802,0.0
00803,0.0
00804,0.0
00805,0.0
00820,0.0
00821,0.0
00822,0.0
00823,0.0
00824,0.0
00830,0.0
00831,0.0
00840,0.0
00841,0.0
00850,0.0
00851,0.0
00901,11.5
00902,11.5
00906,0.0
00907,11.5
00908,11.5
00909,11.5
00910,11.5
00911,11.5
00912,11.5
00913,11.5
00914,11.5
00915,11.5
00916,11.5
00917,11.5
00918,11.5
00919,11.5
00920,11.5
00921,11.5
00922,11.5
00923,11.5
00924,11.5
00925,11.5
00926,11.5
00927,11.5
00928,11.5
00929,11.5
00930,11.5
00931,11.5
00933,0.0
00934,11.5
00935,11.5
00936,11.5
00937,11.5
00939,0.0
00940,11.5
00949,11.5
00950,0.0
00951,11.5
00952,11.5
00953,11.5
00954,11.5
00955,0.0
00956,11.5
00957,11.5
00958,11.5
00959,11.5
00960,11.5
00961,11.5
00962,11.5
00963,11.5
00965,11.5
00966,11.5
00968,11.5
00969,11.5
00970,11.5
00971,11.5
00975,11.5
00976,11.5
00977,11.5
00978,0.0
00979,11.5
00981,11.5
00982,11.5
00983,11.5
00984,11.5
00985,11.5
00986,11.5
00987,11.5
00988,11.5
01001,6.25
01002,6.25
01003,6.25
01004,6.25
01005,6.25
01007,6.25
01008,6.25
01009,6.25
01010,6.25
01011,6.25
01012,6.25
01013,6.25
01014,6.25
01020,6.25
01021,6.25
01022,6.25
01026,6.25
01027,6.25
01028,6.25
01029,6.25
01030,6.25
01031,6.25
01032,6.25
01033,6.25
01034,6.25
01035,6.25
01036,6.25
01037,6.25
01038,6.25
01039,6.25
01040,6.25
01041,6.25
01050,6.25
01053,6.25
01054,6.25
01056,6.25
01057,6.25
01059,6.25
01060,6.25
01061,6.25
01062,6.25
01063,6.25
01066,6.25
01068,6.25
01069,6.25
01070,6.25
01071,6.25
01072,6.25
01073,6.25
01074,6.25
01075,6.25
01077,6.25
01079,6.25
01080,6.25
01081,6.25
01082,6.25
01083,6.25
01084,6.25
01085,6.25
01086,0.0
01088,6.25
01089,6.25
01090,6.25
01092,6.25
01093,6.25
01094,6.25
01095,6.25
01096,6.25
01097,6.25
01098,6.25
01101,6.25
01102,0.0
01103,6.25
01104,6.25
01105,6.25
01106,6.25
01107,6.25
01108,6.25
01109,6.25
01111,6.25
01115,6.25
01116,6.25
01118,6.25
01119,6.25
01128,6.25
01129,6.25
01133,0.0
01138,6.25
01139,6.25
01144,6.25
01151,6.25
01152,6.25
01195,0.0
01199,6.25
01201,6.25
01202,6.25
01203,6.25
01220,6.25
01222,6.25
01223,6.25
01224,6.25
01225,6.25
01226,6.25
01227,6.25
01229,6.25
01230,6.25
01235,6.25
01236,6.25
01237,6.25
01238,6.25
01240,6.25
01242,6.25
01243,6.25
01244,6.25
01245,6.25
01247,6.25
01252,6.25
01253,6.25
01254,6.25
01255,6.25
01256,6.25
01257,6.25
01258,6.25
01259,6.25
01260,6.25
01262,6.25
01263,6.25
01264,6.25
01266,6.25
01267,6.25
01270,6.25
01301,6.25
01302,6.25
01330,6.25
01331,6.25
01337,6.25
01338,6.25
01339,6.25
01340,6.25
01341,6.25
01342,6.25
01343,6.25
01344,6.25
01346,6.25
01347,6.25
01349,6.25
01350,6.25
01351,6.25
01354,6.25
01355,6.25
01360,6.25
01364,6.25
01366,6.25
01367,6.25
01368,6.25
01370,6.25
01373,6.25
01375,6.25
01376,6.25
01378,6.25
01379,6.25
01380,6.25
01420,6.25
01430,6.25
01431,6.25
01432,6.25
01434,6.25
01436,6.25
01438,6.25
01440,6.25
01441,6.25
01450,6.25
01451,6.25
01452,6.25
01453,6.25
01460,6.25
01462,6.25
01463,6.25
01464,6.25
01467,6.25
01468,6.25
01469,6.25
01470,6.25
01471,6.25
01472,6.25
01473,6.25
01474,6.25
01475,6.25
01477,0.0
01501,6.25
01503,6.25
01504,6.25
01505,6.25
01506,6.25
01507,6.25
01508,6.25
01509,6.25
01510,6.25
01515,6.25
01516,6.25
01517,0.0
01518,6.25
01519,6.25
01520,6.25
01521,6.25
01522,6.25
01523,6.25
01524,6.25
01525,6.25
01526,6.25
01527,6.25
01529,6.25
01531,6.25
01532,6.25
01534,6.25
01535,6.25
01536,6.25
01537,6.25
01538,6.25
01540,6.25
01541,6.25
01542,6.25
01543,6.25
01545,6.25
01546,6.25
01550,6.25
01560,6.25
01561,6.25
01562,6.25
01564,6.25
01566,6.25
01568,6.25
01569,6.25
01570,6.25
01571,6.25
01580,0.0
01581,6.25
01582,0.0
01583,6.25
01585,6.25
01586,6.25
01588,6.25
01590,6.25
01601,6.25
01602,6.25
01603,6.25
01604,6.25
01605,6.25
01606,6.25
01607,6.25
01608,6.25
01609,6.25
01610,6.25
01611,6.25
01612,6.25
01613,6.25
01614,6.25
01615,0.0
01653,6.25
01654,0.0
01655,6.25
01701,6.25
01702,6.25
01703,6.25
01704,6.25
01705,0.0
01718,6.25
01719,6.25
01720,6.25
01721,6.25
01730,6.25
01731,6.25
01740,6.25
01741,6.25
01742,6.25
01745,6.25
01746,6.25
01747,6.25
01748,6.25
01749,6.25
01752,6.25
01754,6.25
01756,6.25
01757,6.25
01760,6.25
01770,6.25
01772,6.25
01773,6.25
01775,6.25
01776,6.25
01778,6.25
01784,6.25
01801,6.25
01803,6.25
01805,6.25
01806,0.0
01807,0.0
01808,0.0
01810,6.25
01812,6.25
01813,0.0
01815,0.0
01821,6.25
01822,6.25
01824,6.25
01826,6.25
01827,6.25
01830,6.25
01831,6.25
01832,6.25
01833,6.25
01834,6.25
01835,6.25
01840,6.25
01841,6.25
01842,6.25
01843,6.25
01844,6.25
01845,6.25
01850,6.25
01851,6.25
01852,6.25
01853,6.25
01854,6.25
01860,6.25
01862,6.25
01863,6.25
01864,6.25
01865,6.25
01866,6.25
01867,6.25
01876,6.25
01879,6.25
01880,6.25
01885,6.25
01886,6.25
01887,6.25
01888,6.25
01889,6.25
01890,6.25
01899,6.25
01901,6.25
01902,6.25
01903,6.25
